SITEID,Name,Description,AWRC,StateID
TAUWIT,LAKE ALEXANDRINA U/S TAUWITCHERIE BARRAG,TAUWDS has same AWRC number and further data.,426527,5.0
TAUWIT2,TAUWITCHERIE Barrage Small Vertical Slot Fishway,,,
TAWOMET,Tawonga (MT Yorke) Met Station,,83038,4.0
TAYLOR,Lake Taylor - Wimmera Mallee,,,4.0
TAYLORS,Taylors River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
TAYLRBR,Taylor's Bridge (Edward River),Millewa monitoring site,,
TAYLRCK,Taylors Creek regulator,Gunbower Forest - VIC National Parks,,
TAYLRDS,Taylors Regulator D/S,Millewa monitoring site,,
TBKEITH,Tailem Bend - Keith No. 1 PS,Tailem Bend - Keith No. 1 PS - Mallee Region,,
TBKEJER,Tailem Bend - Keith No. 1 PS (including Jervois),Tailem Bend - Keith No. 1 PS (including Jervois),,
TBRDONE,Taylors Bridge Road 1,Millewa monitoring site,,
TBRDTWO,Taylors Bridge Road 2,Millewa monitoring site,,
TEDROAD,Teds Road,Millewa monitoring site,,
TEMSTP,Temora STP,,,2.0
TENSTP,Tenterfield STP,,,2.0
TERMART,Terrigal Creek @ U/S Marthaguy Creek,Terrigal Creek @ U/S Marthaguy Creek,421153,2.0
TERTEF1,Tertiery Effluent 1,Millewa monitoring site,,
TERTEF2,Tertiery Effluent 2 (US),Millewa monitoring site,,
Test2,test Site 2,,,1.0
test3,Test 3 Site,,,2.0
TESTID,Test Site,Test Site,,1.0
TEXSTP,Texas STP,,,1.0
THOMPWR,Thompsons weir U/S,Gunbower Forest - VIC National Parks,,
THOWRDS,Thompsons weir D/S,Gunbower Forest - VIC National Parks,,
THUCAD,THULE CREEK - CADELL,,,2.0
THULECK,Thule Creek �River Regulator U/S Forest Side,New South Wales Regulators - Koondrook-Perricoota Forest,,2.0
THURK,Thurk island (SA),Thurk island (SA),,5.0
TIDBMET,Tidbinbilla Meteo Station,,70310,3.0
TILLMET,Balranald (Tillara),,49048,2.0
9GSTILP,Darling River @ Tilpa,Sample @ Gauging Station,425900,2.0
TILPA,Darling River @ Tilpa,Sample @ Gauging Station,425900,2.0
TINHUT,Tin Hut,Millewa monitoring site,,
TMPLTON,RIVER MURRAY - TEMPLETON,,4260632,5.0
TOCDOF,Toolamba Community Drain,,,4.0
TOCROFF,Toupna Ck Offtake (Proper),Millewa monitoring site,,
TOCUMET,Tocumwal Post Office Met Station,,74106,2.0
TOCUMWA,River Murray - Tocumwal,,409202A,2.0
TOLDOF,Tol Tol Drain TT1,,,4.0
TOLMURV,Torrumbarry to L.M.E - Murray River,,,4.0
TOMBUDS,Murrumbidgee River d/s Tombulled Out Reg,Murrumbidgee River at Tombulled Outlet Regulator (d/s),41010970,2.0
TOMBUL,Tombullen �Storage Offtake,,,
TOMBULL,Tombullen Storage on Murrumbidgee,,,2.0
TOMBUUS,Murrumbidgee River u/s Tombulled Out Reg,Murrumbidgee River u/s Tombulled Outlet Regulator,41010971,2.0
TOODOF,Toora,,,5.0
TOOGEHI,Tooma and Geehi Inflows,,,
TOOKACK,Tookayerta,,,
TOOKAYN,Tookayerta Creek downstream Nangkita Creek,Tookayerta Creek downstream Nangkita Creek,A4261020,5.0
TOOLAMB,Toolamba Depression (Drain),Toolamba Depression (Drain),405730,4.0
TOOLOON,Tooloondo Reservoir - Wimmera Mallee,,,4.0
TOOLUNK,River Murray at Toolunka Inlet/Outlet,,A4261105,5.0
TOOMA,Tooma River U/S Tooma Reservoir,,401554,2.0
TOOMADS,Tooma Reservoir spill plus release,,,2.0
TOOMADV,Tooma to Tumut tunnel outflow,Tooma to Tumut diversion including Burns Ck,,2.0
TOOMARS,Tooma Reservoir,,,2.0
TOOMINF,Influence of Snowy Scheme on Tooma,Tooma Reservoir inflow (calculated by water balance) +,,
TOOMOUT,Tooma to Tumut Diversion excl Burns ck,Tunnel Diversion Tooma to Tumut excluding Burns ck,,2.0
TOOMREL,Tooma Reservoir regulated release,,,2.0
TOOMSPI,Tooma Reservoir spill,,,2.0
TOOMSTO,Tooma Reservoir storage,,,2.0
TOONALK,Edward River at Toonalook,,409047,4.0
TOOSTP,Toowoomba STP,,,1.0
TOOTACR,Tootalong Crossing,Millewa monitoring site,,
TOR2SWH,Torrumbarry to Swan Hill Reach,,,
TORNAR,Torrumbarry Weir to Narrung,Torrumbarry Weir to Narrung,,
TORNETR,Net - Torrumbarry Returns,,,4.0
TORNYAH,Torrumbarry to Nyah Diversion,Torrumbarry to Nyah Diversion,,
TORNYAV,Torrumbarry to Nyah - Private Diversions,Torrumbarry to Nyah - Private Diversions,,
TORRCUT,Torrumbarry Cutting Offtake Regulator River Side,New South Wales Regulators - Koondrook-Perricoota Forest,,2.0
TORRDIV,NATIONAL CHANNEL - HEADWORKS,,409701D,4.0
TORRDS,River Murray -D/S Torrumbarry Weir,,409207,4.0
TORRGRS,Torrumbarry System - Gross,,,4.0
TORRNAT,Torrumbarry Natural Flow Estimate,Short-term operational estimate of Torrumbarry natural flow,,
TORRNCK,National Channel plus Koondrook (Ashwins) Pumps,National Channel plus Koondrook (Ashwins) Pumps,,4.0
TORRNET,Torrumbarry System - Net,Torrumbarry System - Net,,4.0
TORRUS,River MURRAY U/S TORRUMBARRY WEIR,,409219,4.0
TORTRBN,Torrumbarry Tributaries net of Appin,Avoca + Mt Hope Creek + Capels - Pumps,,4.0
TORTRES,Torrumbarry Residual Trib Flow for Source Accounts,Torrumbarry Residual Tributary Flow for Source Accounts,,4.0
TORTRIB,Torrumbarry Tributary Inflows,,,4.0
TOUPNA,Lower Toupna Creek Offtake,OFFTAKE FOR BULLATALE CREEK TRUST DIVERSIONS,409066,4.0
TOUPNRC,Toupna Ck (Toupna Crossing Road),Millewa monitoring site,409226A,
TOUPONE,Toupna Creek 1,Millewa monitoring site,,
TOUPTWO,Toupna Creek 2,Millewa monitoring site,,
TOWONG,Corryong Creek at Towong,,401230A,4.0
TOWRGCR,Towrong Creek �(Tocumwal-Mathoura Rd),Millewa monitoring site,,
TOWRONE,Towrong Outlet 1 (Northern Millewa),Millewa monitoring site,,
TOWRONG,Towrong Creek (Dudleys Road),Millewa monitoring site,,
TOWRTHR,Towrong Outlet 3 (Great Wall of China),Millewa monitoring site,,
TOWRTWO,Towrong Outlet 2 (Northern Millewa),Millewa monitoring site,,
TRANNSA,Transfer of Water from NSW to SA,,,
TRANVSA,Transfer of water from Victoria to SA,,,
TRAWOOL,Goulburn River at Trawool,,,4.0
TRCDE8,Tragowel Community Drain at E8 Site,TRAGOWEL COMMUNITY DRAIN AT E8 SITE,407734,4.0
TRGOCMR,Transfer to Googong from Cotter and Murrumbidgee R,Water Transfer to Googong from Cotter and Murrumbidgee River,,1.0
TROCSTP,The Rock STP,,,2.0
TUGGMET,Tuggeranong Meteo Station,,70339,3.0
TULLARO,Tullaroop Reservoir at Tullaroop Creek,Tullaroop Creek is a tributary of the Loddon,407244A,4.0
TULLMET,Tullakool (Cheethams Salt),,75176,2.0
TUM2EUC,Tumut Pond Res to Lake Eucumbene,Diversion from Tumut Pond Reservoir to Lake Eucumbene.,,2.0
TUMBSTP,Tumbarumba STP,,,2.0
TUMSTP,Tumut STP,,,2.0
TUMURDS,Tumudgery Regulator D/S,Millewa monitoring site,40922002,
TUMUREG,Tumudgery River Regulator,River Regulator settings - Edward River - NSW National Parks,40922002,2.0
11GFTUM,Tumut River @ Tumut,,410006,2.0
TUMUT,Tumut River @ Tumut,,410006,2.0
TUMUT1,Release From TumutT 1 Power Station,RECEIVED FROM SMHEA COOMA,,2.0
TUMUTPD,Tumut Pondage,Snowy Hydro Limited,,2.0
TUNGAMA,Boosey Creek at Tungamah (ML),,,4.0
TUP@HED,Tuppal Ck @ Headwater,Head waters of Tuppal Creek,40910025,2.0
TUPMUL,Mulwala Channel Esc to Tuppal Ck (DWR),,,2.0
TUPNO1,Tuppal Ck NO.1 Weir on Lalalty Drain DWR,,,2.0
TUPNO10,Tuppal Ck NO.10 SE BDY HR 744 (DWR),,,2.0
TUPNO11,Tuppal Channel Escape (DWR),,,2.0
TUPNO12,Tuppal Ck NO.12 HR 738 (DWR),,,2.0
TUPNO2,Tuppal Ck NO.2 HR 425/B (DWR),,,2.0
TUPNO3,Tuppal Ck NO.3 West BDY HR 425 (DWR),,,2.0
TUPNO5,Tuppal Ck NO.5 HR 853 (DWR),,,2.0
TUPNO6,Tuppal Ck NO.6 West Tuppal Station (DWR),,,2.0
TUPNO7,Tuppal Ck NO.7 Tuppal Village (DWR),,,2.0
TUPNO8,Tuppal Ck NO.8 BDY HR 759 (DWR),,,2.0
TUPNO9,Tuppal Ck NO.9 Sth HR 759/A (DWR),,,2.0
TUPPALM,Tuppal Ck at Aratula Rd,GAUGE ZERO = 87.830,409056,2.0
TUPPALX,Tuppal Ck at Old Tocumwal Rd,,409055,2.0
TUPPMET,Tuppal Met Station,,74208,2.0
TUPTOC,Tocumwal Channel esc to Tuppal Ck (DWR),,,2.0
02EOR08,Cuttaburra at Turra,BSMS EOV target site,423005,2.0
TURSOF,Turon River at Sofala,Turon River @ Sofala,421026,2.0
TUTCHEW,Lake Tutchewop,,,4.0
TWOWEL,Two Wells SA,TWO WELLS SA,,5.0
TYNTYN,Tyntynder North WWD,Tyntynder North WWD - Sunraysia,,
6TYRELG,Gwydir River d/s Tyreel Offtake Regulator,Gwydir River (South Arm) @ d/s Tyreel Offtake Regulator,418063,2.0
TYREEL,Gwydir River d/s Tyreel Offtake Regulator,Gwydir River (South Arm) @ d/s Tyreel Offtake Regulator,418063,2.0
UALBINF,Murray Inflows Upstream of Albury,"Aggregate of Dartmouth Inflows, Hume unregualted and Kiewa at Bandiana",,2.0
UKERLOD,4070600 Urban Kerang to Loddon Diversion,,,
UKERMUR,4090699 Urban Kerang to Murray Diversion,,,
ULUPNA1,Ulupna Drain 1,CORNER MEMBREY'S AND BRIAN'S ROAD,409069,4.0
UMI7WTP,4003010 Urban Mildura 7th Street WTP,,,
UPDARL,Upper Darling River System,,,2.0
UPLANDS,Morrass Creek at Uplands,,401215,4.0
UPMINFS,Upper Murray Inflows,"Aggregate of Hume unregulated, Dartmouth, Kiewa and Ovens.",,
UPPSED,Upper Southeast Drainage,Upper Southeast Drainage flow from Salt Creek,,5.0
UPRMURV,UBE - Upper Murray River (GMW),Urban Bulk Entitlements - Upper River Murray (G-M Water),,4.0
UPTUMUT,Upper Tumut Reservoir,,,
URASTP,Uralla STP,,,2.0
URBOWTP,4142155 Urban Robinvale Water Treatment Plant,,,
URKEWTP,4090699 Urban Kerang to Murray Diversion,To be deleted,,
URKOWTP,4090699 Urban Koondrook Water Treatment Plant,,,
URMWWTP,4142155 Urban Mildura West WTP,,,
URPIWTP,4142272 Urban Piangil Water Treatment Plant,,,
URREWTP,4142157 Urban Red Cliffs WTP,,,
URSWWTP,4142155 Urban SwanHill Water Treatment Plant,,,
USBANSW,Upstream of Barmah - New South Wales,,,
USBARMA,U/S of Barmah - Murray River,U/S of Barmah - Murray River,,4.0
USBAVIC,U/S of Barmah - Victorian,,,
USMBRES,NSW Murray Diversion US Murrumbidgee,NSW Murray Diversion US Murrumbidgee Less West Corurgan Moira and the Edward Wakool System,,2.0
USOVERL,Murray River U/S Overland Cnr,(6km D/S Lock3),A4260652,5.0
USRENMK,River Murray upstream Renmark (AMTD 570.6km),River Murray upstream Renmark (AMTD 570.6km),A4260703,5.0
UTOWMET,Upper Towong Met Station,,82060,4.0
V2N113D,Clause 113 V to N in Dartmouth N to V in Hume,Clause 113 adjustment. �The volume is cede from �VIC to NSW in Dartmouth and from NSW to VIC in Hume,,
VBLOCK,V Block River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
VCAMPSA,Campaspe System to South Australia,,,4.0
VDIVLOD,Loddon R. Div d/s of Kerang Weir,Loddon R. Diversions d/s of Kerang Weir,,4.0
VENCDOR,Venables Creek at Durxam Ox Rd,VENABLES CREEK AT DURHAM OX RD,407302,4.0
VGOULSA,Goulburn System to South Australia,,,4.0
VGOUVMY,Goulburn to Victorian Murray,,,4.0
VICDIV1,PDs Lock 8 to Rufus River Junction,PDs Lock 8 to Rufus River Junction,,4.0
VICDIV2,PDs Rufus River to SA border,PDs Rufus River to SA border,,4.0
VICDIV3,Lindsay River - PDs,Lindsay River - PDs,,4.0
VICDIV4,Vic Pumps Lock 8 to Border excl VICDIV3,Vic Licensed Pumps - Lock 8 to Border excl Lindsay Point,,4.0
VICDIVA,Vic Licensed Pumps - Hume to Yarrawonga,,,4.0
VICDIVB,Vic Licensed Pumps - Yarra'ga to Barmah,,,4.0
VICDIVC,Vic Licensed Pumps - Barmah to Torr'ry,,,4.0
VICDIVD,Vic Licensed Pumps - Torrumbarry to Wakool Junc,,,4.0
VICDIVE,Vic Licensed Pumps - Wakool Junc to Euston,,,4.0
VICDIVF,Vic Licensed Pumps - Euston to Wentworth,,,4.0
VICDIVG,Vic Licensed Pumps - Wentworth to Lock 8,PRIOR TO AUGUST 1996 - WENTWORTH TO RUFUS INCLUDING LINDSAY,,4.0
VICDIVH,Vic Licensed Pumps - Lock 8 to Border,PRIOR TO AUGUST 1996 - LINDSAY RIVER DIVERSIONS,,4.0
VICDVBC,Vic Licensed Pumps - Yarrawonga toTorrumbarry,,,4.0
VICDVNW,Vic Licensed Pumps - Nyah to Wakool Junction,,,4.0
VICDVTN,VIC Other �- TORRUMBARRY TO NYAH,Includes Little Murray Weir and Nyah Pumps,,4.0
VICDVUH,Victorian Diversions U/S of Hume Dam,,,4.0
VICNETS,Victorian Share of Net Inflows,Vic tribs net of IVT and environmental water. �Excludes inflows to Menindee and Snowy releases,,4.0
VICNSW,Victoria - Water Trading with NSW,Victoria - Water Trading with NSW,,
VICSA,Victoria - Water Trading with Sth Aust.,Victoria - Water Trading with Sth Aust.,,
VICSNOW,Victorian component of Snowy-Murray,,,4.0
VICSUNR,Victorian Sunraysia (deliver & losses),Red Cliffs + FMIT + Merbein,,4.0
VICTMET,Victor Harbor - BOM station,,23834,5.0
VICTOR,Victor Harbour,"Victor Harbour, South Australia",,5.0
VICTORI,Total Victoria Diversion in MDB,Total Victoria Diversion in Murray-Darling Basin,,4.0
VICTRIB,Victorian River Murray Tributaries,,,4.0
VINCETM,Test site to be deleted,Created by Vince on 20111110,,1.0
VNETTRB,Vic Tributaries Net of IVT and E Water,"Sum of net Ovens, Goulburn, Broken Creek, Campaspe and Loddon Flows",,4.0
VP&PIE,Visy Pulp & Paper,,,2.0
VSUNDV,"Red Cl, Mildura, Merbein Diversions","Red Cl, Mildura, Merbein Diversions",,4.0
WADDREG,Waddy Creek D/S Regulator,Waddy Creek D/S Regulator,409098,2.0
WADPDOF,Wakefield Deep,,,2.0
11GFWAG,Murrumbidgee River at Wagga Wagga,,410001,2.0
WAIKERI,River Murray at Waikerie,SAMPLE AT GAUGING STATION,4260539,5.0
WAIKMET,Waikerie (Ramco) Met Stn,Located at a private property (Ramco),24015,5.0
WAIKSIS,Waikerie Salt Interception Scheme,Salt Inflow from reach currently controlled by Salt,,5.0
WAIKWTP,Waikerie Water Treatment Plant,,,5.0
WAKBAR,Wakool River at Wakool Barham Rd,GAUGE ZERO = 70.230,409045,2.0
WAKBMET,Wakool (Barratto) Met Station,,75004,5.0
WAKCAN,Wakool Canal D/S Offtake Regulator,,409022,2.0
WAKCMET,Wakool (Calimo) Met Station,,75012,2.0
WAKCOLL,Wakool River and Colligen Creek Combined,,,2.0
WAKCOON,Wakool River at Coonamit Bridge,,409061,2.0
WAKDEN,Wakool River at Deni Wakool Rd,,409072,4.0
WAKESC,Wakool River Escape,Wakool Escape - Murray Irrigation Ltd,409103,2.0
WAKGEE,Wakool River at Gee Gee Bridge,,409062,2.0
WAKJUNC,River Murray D/S Wakool Junction,SAMPLE AT GAUGING STATION,414200A,2.0
WAKLDRN,Wakool LWMP Drains,Replaced Niemur Drain,,
WAKMIN,Wakool River at Minnies,,,2.0
WAKOOL,Wakool River,,,4.0
WAKREG,Wakool River D/S Offtake Regulator,,409019,2.0
WAKSYST,Wakool System,Wakool System Diversions Accounted to NSW,,2.0
WAKTOWN,Wakool Town Escape,,,2.0
WAKWMET,Wakool Met Station,Wakool Meteorological Station (Water Resources Commission),75086,2.0
WALBUND,Billabong Creek at Walbundrie Station,,410091,2.0
WALEAST,Wallawalla east regulator,,,
WALGET2,Barwon River at Walgett (Hannafords),,422009,2.0
9GSWALG,Barwon River at Walgett (Dangar Bridge),,422001,2.0
WALGETT,Barwon River at Walgett (Dangar Bridge),,422001,2.0
WALGSTP,Walgett STP,,,2.0
WALHLDS,Wallpolla Horseshoe Lagoon regulator D/S,,,
WALKERF,River Murray at Walker Flat,,426548,5.0
WALL,Wall,Wall - Mallee Region,,4.0
WALLSTP,Walla Walla STP,,,2.0
WALPOHL,Wallpolla Horseshoe Lagoon regulator,,,
WALPUMP,Wallawalla Pumps,,,
WALTHUR,Walthours River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
WALTOWA,Lake Albert @ Waltowa,Lake Albert @ Waltowa - near the causeway,A4261153,5.0
WALTRDS,Walthours Regulator D/S,Millewa monitoring site,,
WALWEST,Wallawalla west regulator,,,
7WAMIND,Pian Creek at Waminda,,419049,2.0
WANAAR,Paroo River at Wanaaring,,424001,2.0
WANDCGW,Wandella Creek at Gannon's Weir,WANDELLA CREEK AT GANNON'S WEIR,407301,4.0
WANDELF,Wandell Creek at Fairly,WANDELL CREEK AT FAIRLY,407286,4.0
WANGARA,Ovens River (ONLY) - Wangaratta,,403200,4.0
WANGSTP,Wangaratta STP,,,4.0
WANWIM,Wannon River Catchment to Wimmera-Mallee,,,4.0
9GSWARR,Darling River @ Warraweena (d/s Culgoa Junction),,425039,2.0
WARAWEN,Darling River @ Warraweena (d/s Culgoa Junction),,425039,2.0
WARESC9,Warroo No.9 Escape,,,2.0
WARGNSW,Warrego River in NSW,,,1.0
WARPARO,Warrego / Paroo River System,,,1.0
WARRAWE,Warrawenia Lake,,,2.0
WARRDRN,Warrigal Creek Drainage Outfall,,,4.0
WARREG,Warrego River @ Cunnamulla,,,1.0
WARREGO,Warrego River System,Warrego River System,,1.0
WARRIGA,Warrigal Creek Drain,Shepparton Plan - Warrigal Creek Drain,405297,4.0
WARRING,Lake Albert 2km North Warringee Point,Warringee Point in Lake Albert,A4261155,
WARRIST,Forest/Thulabin Creek at Warriston Weir.,Forest Creek (also known as Thulabin Ck) at Warriston Weir.,410148,2.0
WARSTP,Warialda STP,,,2.0
WARTOOK,Wartook Reservoir - Wimmera Mallee,,,4.0
WARWEST,Waranga Western Channel at Moores,,,4.0
WARWICK,Warwick River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
WARWIDS,Warwick D/S,Millewa monitoring site,,
WARWSTP,Warwick STP,,,1.0
WASHWR,Washpen Creek D/S Whits Regulator,WASHPEN CREEK D/S WHITS REGULATOR,407297,4.0
WATCHEL,Watchels Lagoon - SA,Watchels Lagoon - SA,,5.0
WATTLES,Wattles Creek Regulator,Gunbower Forest - VIC National Parks,,
WAVSTP,Waterview STP,,,2.0
WCCDOF,West Coleambally Channel/DC500 (CODA),,,2.0
WCCODA,West Coleambally Channel/DC500 (CODA),,410,2.0
WCFTMTB,Western Flat Creek at Mt Barker,Western Flat Creek at Mt Barker,A4261018,5.0
WCORPUM,West Corurgan Irrigation Pumps,,,
WDYODOF,Warrigal Drain & Yambuna Outfall,,,4.0
WEBLADS,Websters Lagoon Regulator D/S,,,
WEBLAGR,Websters Lagoon Regulator,,,
WECKSTP,Werris Creek STP,,,2.0
WEEWMET,Wee Waa (Post Office),,53044,2.0
WEIR32,Darling River @ Weir 32,,425012,2.0
WEIRRV,Weir River in Border River System Queensland,Weir River in Border River System Queensland,,1.0
WELFERY,River Murray 2km DS Wellington Ferry,crows nest 2km DS Wellington Ferry,A4261159,5.0
WELL10M,,,,5.0
WELL12M,,,,5.0
WELL1M,,,,5.0
WELL2P5,River Murray Pontoon 2.5 kms ds Wellington Ferry,River Murray Pontoon 2.5 kms ds Wellington Ferry,A4261200,5.0
WELL4M,,,,5.0
WELL7M,,,,5.0
WELLING,River Murray @ Wellington,,426532,5.0
WELLMET,Wellington - BOM station,,24572,5.0
WELLPON,Wellington Pontoon,,A4261125,5.0
WELSTP,Wellington STP,,,2.0
WEMEN,River Murray @ Wemen,,,4.0
WENLK8V,Darling Junction to Lock 8,Darling Junction to Lock 8,,2.0
WENSTP,Wentworth STP,,,2.0
WENTDAR,Darling River U/S Wentworth,DARLING RIVER JUST UPSTREAM OF MURRAY JN,425017,2.0
WENTMET,Wentworth Met Station,,47053,2.0
WENTUS,River Murray U/S Wentworth Weir,,425055,2.0
WENTWTH,River Murray D/S Wentworth Weir,,425010,4.0
WETBARV,Wetlands - Barmah (Vic share),Wetlands - Barmah (Victoria's share),,4.0
WETHE01,Lake Wetherell Sample Site 1,See WRC Menindee Lakes Storages map,42510001,2.0
WETHE02,Lake Wetherell Sample Site 2,See WRC Menindee Lakes Storages map,42510002,2.0
WETHE03,Lake Wetherell Sample Site 3,See WRC Menindee Lakes Storages map,42510003,2.0
WETHE04,Lake Wetherell �Sample Site 4 ~WETHOUT,See WRC Menindee Lakes Storages map,42510004,2.0
WETHER,Lake Wetherell,,425020,2.0
WETHERL,Lake Wetherell,,425020,2.0
WETHNOT,Lale Wetherell excluding Lake Tandure,,,4.0
WETHOUT,Lake Wetherell Outlet Regulator ~WETHE04,,425043,2.0
WETMUFF,Wetlands Murray Valley Flora & Fauna Ent,Wetlands - Murray Valley I. A.(Flora & Fauna Entitlement),,4.0
WETORFF,Wetlands Torrumbarry Flora �Fauna Ent,Wetlands- Torrumbarry (Flora & Fauna Entitlement),,4.0
WETTORV,Wetlands - Torrumbarry,Wetlands - Torrumbarry (Diversion incl. in Torrumbarry),,4.0
WEWYSTP,West Wyalong STP,,,2.0
WHYTES,Middle Creek @ Whites Road,Middle Creek at Whites Road. �At road bridge 1km u/s of the,402219,4.0
WIDGEON,River Murray @ Widgeon,,409039,4.0
WILCAN,Darling River at Wilcannia (Total Flow),,425002,2.0
WILCMET,Wilcannia Met Station,From 10/1/2015 we are using above site as - 46012 Wilcannia Aerodrome Automatic water station (AWS),46043,2.0
9GSWILC,Main Darling Channel at Wilcannia,,425008,2.0
WILCMNC,Main Darling Channel at Wilcannia,,425008,2.0
WILDDOG,Wild Dog Creek,Millewa monitoring site,,
WILKDLW,Wilkinsons Dr @ Lake Wandella,Kerang Lakes - Wilkinsons Dr at Lake Wandella,407758,4.0
WILLHOV,Lake William Hovell - Ovens River,,403234A,4.0
WILLIAM,Lake William,,,
WILMSTO,Williamstown Met Stn,Williamstown Meteorological Stn,23572,4.0
WIMHOR,Wimmera River @ Horsham Weir (Victoria),Wimmera River at Horsham (Victoria),415200,4.0
WIMMALL,Wimmera Mallee - Diversions,,,4.0
WIMMDIM,Wimmera River U/S of Dimboola,Wimmera River U/S of Dimboola,415256A,4.0
WINDAME,Windamere Reservoir - Cudgegong River,,,2.0
WINTERC,Winter Creek,Millewa monitoring site,,
WKRSTP,Waikerie STP,,,5.0
WLDENGW,Worlds End Station Groundwater Bore,,A4261151,5.0
WMAVOCA,Avoca - Private Unreg. Irrigation,Avoca - Private Unreg. Irrigation (WMW),,4.0
WMURIRN,Net - Western Murray Irrigation,WMURIRN = BURPUM + COOMPUM + CURLPUM,,
WMWALL,Wimmera Mallee Water Supply System,Wimmera Mallee Water Supply System,,4.0
WMWIMM,Wimmera - Private Unreg. Irrigation,,,4.0
WMWSS,Wimmera Mallee Water Supply System,,,4.0
WNDRWP,Woodend RWP,,,4.0
WNGITPE,Wangaratta Industrial TP,,,4.0
WODOTWS,Wodonga Town Water Supply,Supplied by North East Water,,
WODSTWN,New Wodonga Sewage T W Discharge,EFFLUENT PIPE TO WODONGA CREEK,,4.0
WODSTWO,Old Wodonga Sewage T W Discharge,DISCHARGE TO WODONGA CREEK,,4.0
WOLEDOF,Wollami East Drain (BIWE),,,2.0
WOLLARE,Lake Wollare,Poon Boon Lakes,,4.0
WOLLBIL,Wollamai East Outfall U/S Billabong Ck,Wollamai East Outfall U/S Billabong Ck. MIL Reference - BIWE,409089,4.0
WOLLESC,Wollami Escape channel @ the outfall,Wollami Escape channel at the outfall.,409076,4.0
WOLLWAC,Wollami Creek Outfall (BIOW),,,2.0
WOODPON,Woods Point Pontoon,,A4261126,5.0
422211U,Briarie River @ Woolerbilla-Hebel,Briarie River at Woolerbilla-Hebel - Queensland,422211A,1.0
WOOLERB,Briarie River @ Woolerbilla-Hebel,Briarie River at Woolerbilla-Hebel - Queensland,422211A,1.0
WOOLFOR,Woolami escape U/S Forest Ck,Woolami escape U/S Forrest Ck,,4.0
WOOLPUN,River Murray at Woolpunda 411.5Km,,A4260573,5.0
WOOLSIS,Woolpunda Salt Interception Scheme,Salt inflow from reach currently controlled by Salt,,
WOORPUM,Woorinen Pump Station,,,4.0
WOTERAP,Lake Woterap,,,
WRAGGES,Wragges River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
WRAGRDS,Wragges Regulator D/S,Millewa monitoring site,,
WSBHSTP,Wills St Broken Hill WTP,,,2.0
WTRDDOF,Water's Deep Drain,,,2.0
WWA@TUP,West Warragoon SEC into Tuppal Creek,West Warragoon SEC into Tuppal Creek,40910130,2.0
WWODSTP,West Wodonga STP,,,4.0
WWSTRM,WWC Siphon to River Murray,Regulated Licences - WWC Siphon to River Murray,,4.0
WYADSTP,Wyangala Dam STP,,,2.0
WYANGAL,Wyangala Reservoir - Lachlan,,,2.0
WYAWSP,Wyangala Waters State Park,,,2.0
WYCOT,Great Darling Anabranch at Wycot,,425013,2.0
YAGSTP,Yanco Ag School,,,2.0
YALLDEN,Yallakool Channel u/s Deniboota Creek,Yallakool Channel u/s Deniboota Creek,409084,2.0
YALLESC,Yallakool Creek Escape,"This site was closed on the 6th July 2012, by NSW State Water. PRS",,2.0
YALLREG,Yallakool Creek D/S Offtake Regulator,,409020,4.0
YAMBDRN,Yambuna Creek Drainage Outfall,,,4.0
YAMBLA,Bowna Creek @ Yambla,,401015,2.0
YANCOBR,Yanco Creek @ Yanco Bridge,Yanco Creek at Yanco Bridge,410169,2.0
11YNOFF,Yanco Creek D/S Offtake Regulator,,410007,2.0
YANCOUS,Murrumbidgee River U/S Yanco Weir,Murrumbidgee River at Yanco Weir (u/s) - Storage Gauge,41010981,2.0
YANDA,Darling River at Yanda D/S of Deadhorse ck,"7KM DOWNSTREAM OF YANDA STATION, JUST DOWNSTREAM OF DEADHORSE CREEK",425035,2.0
YANSTP,Yanco STP,,,2.0
YAR2KYA,Yarrawonga to Kyalite Reach,Edward Gulpa Offtakes to Kyalite including Wakool River,,
YARCRDS,Yarran Creek regulator D/S (forest side),Gunbower Forest - VIC National Parks,407338A,
YARENDS,D/S Yarran Ck Reg,Gunbower Forest - VIC National Parks,407331A,
6YARMAN,Gwydir River @ Yarraman Bridge,,418004,2.0
YARRADS,River Murray D/S Yarrawonga Weir,SAMPLE AT GAUGING STATION,409025,2.0
YARRAPO,Yarrawonga Post Office,Yarrawonga Post Office,81057,
YARRAUS,River Murray U/S Yarrawonga Weir,,409216A,2.0
YARREN,Yarren Creek River Regulator U/S Creek Side,Gunbower Forest - VIC National Parks,407338A,4.0
YARRLAG,Lower Yarra Lagoon,,,4.0
YARTORR,Yarrawonga to Torrumbarry Diversion,Yarrawonga to Torrumbarry Diversion,,
YASSTP,Yass STP (Wagga Wagga),,,2.0
YATCO,Yatco Lagoon MK S (SA),Yatco Lagoon MK S (SA),,5.0
YATCOCU,Yatco Lagoon CUL (SA),Yatco Lagoon CUL (SA),,5.0
YDHSTP,Yackandandah STP,,,4.0
YDNDOF,Yiddinga Nth,,,5.0
