planning_unit_name,LTWPShortName,env_obj,Specific_goal,Objective,Target,state,SWSDLName
Lower Yanco Creek to Lower Billabong Creek,Murrumbidgee,WB2,All waterbird species,Increase total waterbird abundance across all functional groups,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,Murrumbidgee,WB2,All waterbird species,Increase total waterbird abundance across all functional groups,Waterbird,NSW,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,WB2,All waterbird species,Increase total waterbird abundance across all functional groups,Waterbird,NSW,Murrumbidgee
Lower Murrumbidgee Floodplain,Murrumbidgee,WB2,All waterbird species,Increase total waterbird abundance across all functional groups,Waterbird,NSW,Murrumbidgee
Beavers and Old Mans Creek,Murrumbidgee,WB2,All waterbird species,Increase total waterbird abundance across all functional groups,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Balranald to Murray,Murrumbidgee,WB2,All waterbird species,Increase total waterbird abundance across all functional groups,Waterbird,NSW,Murrumbidgee
Lower Billabong intersecting streams,Murrumbidgee,WB2,All waterbird species,Increase total waterbird abundance across all functional groups,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Yanco Creek,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Yanco Creek,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Yanco Creek,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Yanco Creek,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Yanco Creek,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Murrumbidgee Floodplain,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Murrumbidgee Floodplain,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Murrumbidgee Floodplain,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Murrumbidgee Floodplain,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Murrumbidgee Floodplain,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Beavers and Old Mans Creek,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Beavers and Old Mans Creek,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Beavers and Old Mans Creek,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Beavers and Old Mans Creek,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Beavers and Old Mans Creek,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Balranald to Murray,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Balranald to Murray,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Balranald to Murray,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Balranald to Murray,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Balranald to Murray,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Billabong intersecting streams,Murrumbidgee,WB3,Waterfoul,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Billabong intersecting streams,Murrumbidgee,WB3,Grebes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Billabong intersecting streams,Murrumbidgee,WB3,Crakes,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Billabong intersecting streams,Murrumbidgee,WB3,Rails/waterhens,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Lower Billabong intersecting streams,Murrumbidgee,WB3,Resident Shorebirds,Increase opportunities for non-colonial waterbird breeding,Waterbird,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,WB4,Pelicans,Increase opportunities for colonial waterbird breeding*,Waterbird,NSW,Murrumbidgee
