planning_unit_name,LTWPShortName,env_obj,Objective,Target,state,SWSDLName
Culgoa River,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Culgoa River,Intersecting_Streams,NV4b,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (River red gum woodlands),Native Vegetation,NSW,Intersecting Streams
Culgoa River,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Lignum shrubland),Native Vegetation,NSW,Intersecting Streams
Narran River,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Narran Lakes,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Narran Lakes,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Lignum shrubland),Native Vegetation,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Lignum shrubland),Native Vegetation,NSW,Intersecting Streams
Toorale,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Toorale,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Lignum shrubland),Native Vegetation,NSW,Intersecting Streams
Keepit to Boggabri,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Keepit to Boggabri,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Boggabri to Wee Waa,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Boggabri to Wee Waa,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Wee Waa to Barwon River,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Wee Waa to Barwon River,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Pian Creek Water Source,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Pian Creek Water Source,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Keepit Water Source,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Keepit Water Source,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Peel Regulated River,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Peel Regulated River,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Cockburn River Water Source,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Cockburn River Water Source,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Mid Macdonald River Water Source,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Mid Macdonald River Water Source,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Upper Namoi Water Source,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Upper Namoi Water Source,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Mooki River Water Source,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Mooki River Water Source,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Coxs Creek Water Source,Namoi,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Coxs Creek Water Source,Namoi,NV4e,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ,ACT,O2,Resilient populations of Platypus,Other Species,ACT,Australian Capital Territory (Surface Water)
Murrumbidgee (MR),ACT,O3,Resilient Turtle populations,Other Species,ACT,Australian Capital Territory (Surface Water)
Carole Creek,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Carole Creek,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Carole Creek,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Central Mehi,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Central Mehi,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Central Mehi,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Gil Gil Creek,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Gil Gil Creek,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Gil Gil Creek,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Gwydir downstream of Copeton,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Gwydir downstream of Copeton,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Gwydir downstream of Copeton,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Lower Gwydir,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Lower Gwydir,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Lower Gwydir,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Lower Mehi,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Lower Mehi,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Lower Mehi,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Main Gwydir River,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Main Gwydir River,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Main Gwydir River,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Moomin Creek,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Moomin Creek,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Moomin Creek,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Upper Gingham,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Upper Gingham,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Upper Gingham,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Upper Mehi,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Upper Mehi,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Upper Mehi,Gwydir,OS4,Maintain water-dependent species richness,Other Species,NSW,Gwydir
Central Gingham,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Central Gingham,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
Central Lower Gwydir,Gwydir,OS1,Maintain species richness of flow-dependent frog communities,Other Species,NSW,Gwydir
Central Lower Gwydir,Gwydir,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW,Gwydir
